signal_date,period_label,candidate_rank,candidate_ticker,exact_trigger_pass,consensus_count,route_count,candidate_score,trigger_source_variants,trigger_route_modes,source_variant_available_count,source_variant_expected_count,rank_source,trigger_definition,proxy_trigger_used,future_return_used,in_P1,in_P2,in_2024_latest,in_2026YTD,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-03-13,P1,2,2881,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-13,P1,3,3234,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,P1,1,4733,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,P1,2,2324,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-20,P1,3,3234,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,P1,1,3450,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,P1,2,2329,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-03-27,P1,3,6197,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,P1,1,2331,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,P1,2,1452,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-02,P1,3,3264,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,P1,1,2331,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,P1,2,3665,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-10,P1,3,8299,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,P1,1,4153,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,P1,2,1477,False,1,1,101,dispersion_route,low_risk_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,P1,3,2331,False,1,1,101,conservative_hurdle_route,hurdle_reference,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-17,P1,4,4938,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,P1,1,9945,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-24,P1,2,3658,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-04-30,P1,1,2316,True,5,2,502,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,P1,1,2891,False,2,2,202,conservative_hurdle_route|dispersion_route,hurdle_reference|low_risk_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,P1,2,2316,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-08,P1,3,1589,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,P1,1,3008,True,4,2,402,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,low_risk_strength|pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-15,P1,2,2884,False,1,1,101,conservative_hurdle_route,hurdle_reference,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,P1,1,6285,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-22,P1,2,3552,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,P1,1,3105,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-05-29,P1,2,2731,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,P1,1,3706,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-05,P1,2,1457,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,P1,1,4966,False,2,1,201,conservative_hurdle_route|dispersion_route,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,P1,2,6414,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-12,P1,3,2882,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,P1,1,8431,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-18,P1,2,3529,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,P1,1,2485,False,3,2,302,conservative_hurdle_route|dispersion_route|pool_breadth_route,hurdle_reference|low_risk_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,P1,2,3665,False,1,1,101,market_bias_pool_trend_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-06-26,P1,3,3691,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,P1,1,2317,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,P1,2,1536,False,1,1,101,dispersion_route,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,P1,3,2454,False,1,1,101,conservative_hurdle_route,hurdle_reference,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-03,P1,4,3491,False,1,1,101,pool_breadth_route,low_risk_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,P1,1,6217,False,2,1,201,conservative_hurdle_route|dispersion_route,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,P1,2,8048,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-17,P1,3,6180,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,P1,1,6217,False,2,2,202,dispersion_route|pool_breadth_route,low_risk_strength|stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,P1,2,2347,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-24,P1,3,3293,False,1,1,101,conservative_hurdle_route,hurdle_reference,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-31,P1,1,2412,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-07-31,P1,2,4119,False,2,1,201,dispersion_route|pool_breadth_route,low_risk_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-07,P1,1,2886,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-07,P1,2,1319,False,1,1,101,dispersion_route,rs20_top3_risk_tiebreak,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-07,P1,3,1504,False,1,1,101,pool_breadth_route,low_risk_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-14,P1,1,2317,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-14,P1,2,2412,False,2,1,201,dispersion_route|pool_breadth_route,low_risk_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-21,P1,1,1301,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-21,P1,2,1527,False,2,1,201,conservative_hurdle_route|dispersion_route,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-21,P1,3,9951,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-28,P1,1,1326,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-28,P1,2,2231,False,1,1,101,dispersion_route,low_risk_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-28,P1,3,2357,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-08-28,P1,4,2395,False,1,1,101,conservative_hurdle_route,hurdle_reference,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-04,P1,1,2723,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-04,P1,2,2395,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-04,P1,3,3511,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-11,P1,1,3045,False,2,1,201,hybrid_pullback_base_mega_override|market_bias_pool_trend_route,pullback_repair,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-11,P1,2,1710,False,1,1,101,pool_breadth_route,stable_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-09-11,P1,3,8016,False,1,1,101,dispersion_route,low_risk_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-02,P1,1,3265,False,3,1,301,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-02,P1,2,1216,False,1,1,101,market_bias_pool_trend_route,pullback_repair,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-02,P1,3,1464,False,1,1,101,pool_breadth_route,stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-08,P1,1,6143,True,5,2,502,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-16,P1,1,8433,True,5,2,502,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,5,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-23,P1,1,1303,False,1,1,101,conservative_hurdle_route,hurdle_reference,3,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-23,P1,2,2330,False,1,1,101,hybrid_pullback_base_mega_override,pullback_repair,3,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-23,P1,3,6279,False,1,1,101,dispersion_route,low_risk_strength,3,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-30,P1,1,5871,False,2,2,202,conservative_hurdle_route|dispersion_route,hurdle_reference|low_risk_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
2015-10-30,P1,2,4129,False,2,1,201,market_bias_pool_trend_route|pool_breadth_route,stable_strength,4,5,exact_same_ticker_consensus_count_then_route_count_then_ticker,same ticker selected by >=4 of 5 PIT source variants,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
