snapshot_date,ticker,name,market,scope_bucket,latest_revenue_year_month,revenue_stability_score,revenue_stability_percentile_vs_primary80,revenue_lumpiness_score,revenue_lumpiness_percentile_vs_primary80,project_revenue_business_model_proxy,contract_project_keyword_proxy,revenue_lumpiness_business_risk_label,long_revenue_stability_context,project_risk_review_flag,project_risk_report_text,proxy_source_quality,proxy_confidence_level,matched_keywords,keyword_source_status,keyword_source,keyword_evidence_text,hygiene_warning_text_for_report,integration_policy,layer_destination,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-06-29,2887,台新新光金,TWSE,latest_layer4_primary80,2026-05,0.7829375708015658,0.975,0.2044802344734336,0.925,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6005,群益證,TWSE,latest_layer4_primary80,2026-05,0.8095451786301513,0.9875,0.2013493421482524,0.9125,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8112,至上,TWSE,latest_layer4_primary80,2026-05,0.729433297159598,0.825,0.2001172026223178,0.9,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2382,廣達,TWSE,latest_layer4_primary80,2026-05,0.758462464902447,0.8875,0.19645869349997,0.8875,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3706,神達,TWSE,latest_layer4_primary80,2026-05,0.7632133800064573,0.9125,0.184560530849043,0.875,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2383,台光電,TWSE,latest_layer4_primary80,2026-05,0.8246782176616475,1.0,0.1809476898743902,0.8625,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6274,台燿,TPEx,latest_layer4_primary80,2026-05,0.7807449268456901,0.9625,0.1699573199811084,0.85,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3443,創意,TWSE,latest_layer4_primary80,2026-05,0.7719880166765676,0.9375,0.1543333164918731,0.8125,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2404,漢唐,TWSE,latest_layer4_primary80,2026-05,0.7754824065943333,0.95,0.1475232861438938,0.8,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2885,元大金,TWSE,latest_layer4_primary80,2026-05,0.7451109328619235,0.8625,0.1449963488400293,0.7875,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2891,中信金,TWSE,latest_layer4_primary80,2026-05,0.7372567738488665,0.85,0.1396647491425949,0.775,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6223,旺矽,TPEx,latest_layer4_primary80,2026-05,0.7618246413671105,0.9,0.136694589906204,0.7625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2890,永豐金,TWSE,latest_layer4_primary80,2026-05,0.7539991686407717,0.875,0.136057739040017,0.75,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2609,陽明,TWSE,latest_layer4_primary80,2026-05,0.3776694012213955,0.0125,0.1320904887902584,0.7375,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2615,萬海,TWSE,latest_layer4_primary80,2026-05,0.4233305469724605,0.025,0.1307155896147052,0.725,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2330,台積電,TWSE,latest_layer4_primary80,2026-05,0.7255584089049406,0.8125,0.1279288609811254,0.7125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3406,玉晶光,TWSE,latest_layer4_primary80,2026-05,0.651015163170765,0.4875,0.1266109578371344,0.6875,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3450,聯鈞,TWSE,latest_layer4_primary80,2026-05,0.5571762061468419,0.0875,0.1250045541451147,0.675,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2357,華碩,TWSE,latest_layer4_primary80,2026-05,0.7132582887930359,0.7875,0.1248399417524511,0.6625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8454,富邦媒,TWSE,latest_layer4_primary80,2026-05,0.5683367090886805,0.125,0.1247117995882771,0.65,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2356,英業達,TWSE,latest_layer4_primary80,2026-05,0.6474611705161848,0.45,0.1194191121153617,0.6375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8358,金居,TPEx,latest_layer4_primary80,2026-05,0.6882003906059952,0.7625,0.1144123546152667,0.625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3189,景碩,TWSE,latest_layer4_primary80,2026-05,0.6814436736203331,0.725,0.1137196083384169,0.6125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3008,大立光,TWSE,latest_layer4_primary80,2026-05,0.6010558064887395,0.2125,0.1127005904358671,0.6,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6197,佳必琪,TWSE,latest_layer4_primary80,2026-05,0.7017243913804597,0.775,0.1079692673822211,0.5875,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2353,宏碁,TWSE,latest_layer4_primary80,2026-05,0.6351720111706523,0.3375,0.1058946333854944,0.575,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8046,南電,TWSE,latest_layer4_primary80,2026-05,0.6540669793630736,0.5,0.1058828977014409,0.5625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2884,玉山金,TWSE,latest_layer4_primary80,2026-05,0.7339066884528287,0.8375,0.1051961010492033,0.55,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2395,研華,TWSE,latest_layer4_primary80,2026-05,0.6645885091947701,0.575,0.1041509860933084,0.5375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3236,千如,TPEx,latest_layer4_primary80,2026-05,0.6102324115298149,0.25,0.1037959476437754,0.525,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3044,健鼎,TWSE,latest_layer4_primary80,2026-05,0.6692763128226528,0.625,0.1036757621589993,0.5125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3293,鈊象,TPEx,latest_layer4_primary80,2026-05,0.7135480609527455,0.8,0.1017560660294362,0.5,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3037,欣興,TWSE,latest_layer4_primary80,2026-05,0.6585218661689831,0.55,0.0980427206260559,0.4875,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1477,聚陽,TWSE,latest_layer4_primary80,2026-05,0.5637942990752578,0.1,0.0975900194179269,0.475,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3045,台灣大,TWSE,latest_layer4_primary80,2026-05,0.6153410987059343,0.275,0.0966618919953454,0.4625,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2472,立隆電,TWSE,latest_layer4_primary80,2026-05,0.6285517861937551,0.3125,0.0962283005554204,0.45,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2301,光寶科,TWSE,latest_layer4_primary80,2026-05,0.6655474706117089,0.5875,0.0957798045699224,0.4375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8070,長華*,TWSE,latest_layer4_primary80,2026-05,0.6500016541251313,0.4625,0.0938697650233986,0.425,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2880,華南金,TWSE,latest_layer4_primary80,2026-05,0.6869302374926198,0.75,0.0933050643605747,0.4125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2454,聯發科,TWSE,latest_layer4_primary80,2026-05,0.6251979134451998,0.3,0.0927737182773012,0.4,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2324,仁寶,TWSE,latest_layer4_primary80,2026-05,0.5087399919868321,0.05,0.0924659886676991,0.3875,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
